square_footage,bedrooms,bathrooms,price_thousands
1581,2,1.5,219
937,2,1.5,406
1161,2,2.5,217
1630,3,2.8,459
1916,3,2.2,336
1510,3,3.2,349
2057,6,5.0,601
1064,2,2.5,348
1148,2,1.5,237
1182,1,1.0,235
1305,2,2.0,521
1653,2,1.5,335
2049,5,3.8,458
2114,4,3.5,297
1185,1,1.2,162
1287,2,2.0,235
2128,5,4.8,684
1750,3,3.2,518
1545,2,2.5,330
1253,3,2.2,425
1288,2,2.0,307
1508,2,1.5,280
1805,3,2.2,526
504,1,1.0,133
1574,2,2.0,436
1917,3,2.2,599
1863,2,1.5,438
2059,4,3.5,502
1477,2,1.5,210
1068,1,1.0,170
916,2,1.5,302
1394,3,3.2,478
2010,6,5.0,542
1275,3,2.8,308
1624,2,2.0,704
1136,1,1.0,191
1910,2,1.5,519
1666,2,1.5,396
1102,1,1.0,263
899,7,5.8,980
1541,3,3.2,366
1662,3,2.8,421
3699,6,7.5,1210
1235,2,2.5,428
2171,5,3.8,605
1113,1,1.2,285
1777,3,3.2,296
1519,2,2.0,234
1328,2,2.5,249
967,2,2.0,271
1093,1,1.8,274
1150,2,1.5,201
1040,1,1.8,254
1754,2,2.0,365
1966,3,3.2,327
1193,2,2.5,381
1551,3,3.2,539
1544,3,2.2,293
2044,5,3.8,873
1102,1,1.2,248
2015,6,4.5,772
1410,2,2.5,453
1198,2,1.5,450
1320,3,2.8,512
1274,2,2.0,360
1994,3,3.2,670
2077,4,3.0,376
1434,2,2.0,386
1370,3,3.2,662
1837,2,2.0,321
1363,2,1.5,294
1073,1,1.0,219
1452,2,1.5,387
1232,3,2.8,513
1147,2,2.5,319
1973,2,2.5,412
924,1,1.0,230
1366,2,1.5,227
1160,1,1.0,180
1398,3,2.8,389
1114,1,1.8,186
3434,1,1.8,507
1034,1,1.8,326
1237,2,1.5,415
1480,2,1.5,408
2062,6,5.5,825
2157,4,3.0,608
2093,4,4.0,404
1981,2,2.0,635
1961,3,3.2,461
1479,2,1.5,340
1269,2,2.0,310
1333,2,2.5,323
1883,2,1.5,235
2147,5,3.8,832
2094,4,3.5,457
2127,6,4.5,734
1448,2,1.5,370
1526,3,2.2,574
1687,2,1.5,335
1103,2,2.0,442
2080,4,3.0,793
918,2,2.5,142
1986,2,2.0,740
1444,2,2.0,240
1298,3,2.8,480
1100,2,2.0,389
752,5,4.8,455
1115,1,1.2,368
1015,2,2.5,280
1640,3,2.2,436
1868,2,2.5,562
994,2,1.5,395
954,1,1.8,257
598,1,1.8,123
940,1,1.0,200
1822,2,2.5,315
1592,2,2.0,275
1693,2,2.5,249
1496,2,2.0,258
1308,3,2.2,355
925,2,1.5,176
1915,3,2.8,517
1610,2,2.0,307
1811,2,1.5,573
1915,3,3.2,288
983,1,1.2,251
1279,2,2.0,245
1579,2,2.5,304
1769,2,2.0,221
1342,3,2.2,298
1271,2,1.5,283
1494,3,2.8,393
1898,3,2.2,313
1030,2,1.5,413
1685,2,1.5,480
1738,3,2.8,518
1067,5,1.0,503
1888,2,1.5,531
1336,3,3.2,542
1917,2,2.0,535
1171,2,1.5,164
1388,3,3.2,289
2191,5,3.8,451
1723,3,2.8,541
1674,2,1.5,255
1316,2,1.5,275
1151,1,1.8,346
1483,2,2.5,452
1359,2,2.5,330
1945,2,1.5,577
2060,4,3.5,451
1631,3,2.2,323
1617,2,2.5,383
1064,2,1.5,431
1702,3,3.2,466
2087,5,4.2,725
2076,6,4.5,608
1749,3,2.8,509
1705,3,3.2,391
2184,4,3.5,407
1994,3,3.2,657
1220,3,3.2,462
1045,1,1.8,177
2020,6,4.5,563
1755,2,2.0,328
1645,2,1.5,400
1509,2,2.0,366
1913,3,2.8,540
1795,2,1.5,506
1803,2,2.5,628
1455,2,2.0,521
960,2,2.5,298
1943,3,3.2,532
1472,2,1.5,367
2105,4,3.0,820
1370,3,2.2,419
2048,5,3.8,615
2135,4,3.5,598
1051,1,1.8,200
1928,2,2.0,473
1990,2,2.5,513
1387,2,2.0,509
1884,3,2.2,366
2074,5,4.8,641
2092,6,5.5,438
1835,2,1.5,337
1219,3,3.2,362
1604,3,3.2,403
1117,2,2.5,325
744,7,6.2,362
1791,3,2.2,592
967,1,1.8,237
1235,2,2.0,318
1125,1,1.8,196
1880,3,2.8,407
1653,3,2.2,387
1861,2,1.5,451
1792,3,2.8,584
1405,2,2.0,457
2132,6,5.0,584
1498,3,2.2,381
1166,2,1.5,169
939,1,1.0,242
1501,2,1.5,288
1753,2,1.5,358
1381,2,2.5,192
1913,2,2.5,568
1882,3,3.2,400
1431,3,2.8,551
1945,2,1.5,437
2049,5,4.2,734
1594,3,3.2,483
1527,3,2.2,560
1272,3,2.8,394
1557,3,3.2,396
2040,6,4.5,712
2024,5,3.8,843
1116,2,2.0,273
1528,2,2.0,407
994,1,1.0,230
962,1,1.8,201
1759,2,1.5,654
1278,3,2.8,418
1284,2,2.5,322
1208,3,2.8,340
1938,2,1.5,522
2074,6,4.5,559
1408,2,1.5,311
1574,3,2.8,442
1584,2,2.0,418
1678,2,1.5,374
1764,3,2.2,357
1714,3,2.2,453
1138,2,1.5,413
1936,2,2.0,332
1504,3,3.2,472
1806,2,1.5,639
1021,1,1.8,189
1338,2,2.0,228
1015,1,1.8,216
1033,2,1.5,291
1357,2,2.0,262
2019,5,4.8,671
1674,2,2.0,492
1037,1,1.8,242
1632,2,2.5,455
990,2,1.5,257
959,2,2.5,349
2960,1,1.8,238
1769,2,2.5,642
1894,2,2.5,621
2052,4,3.0,577
1363,3,3.2,583
1554,3,2.8,483
1440,2,2.5,406
1879,3,2.2,417
1534,2,2.0,406
1269,2,1.5,298
1690,2,1.5,341
1892,2,1.5,437
1709,2,1.5,466
1901,2,2.0,468
1815,2,2.0,587
2147,4,3.0,604
2073,6,5.0,1134
2182,5,4.8,910
934,1,1.8,348
1975,2,1.5,281
1146,1,1.2,163
1571,2,2.5,445
1431,2,2.5,234
2193,5,3.8,488
1947,2,2.0,408
1302,3,2.2,323
2068,4,3.5,378
1127,2,2.5,461
1289,3,3.2,383
1646,2,2.5,357
2007,4,3.5,324
1539,3,2.2,633
1502,3,2.8,359
1501,3,2.2,617
2044,5,4.8,497
1985,3,2.8,434
997,2,2.5,314
1168,2,2.0,310
1015,2,2.5,326
2097,6,5.0,1170
3393,5,3.8,907
1692,2,2.0,415
2056,4,3.0,656
1383,2,2.0,577
1765,3,2.8,445
2016,5,3.8,852
1809,2,1.5,404
1913,2,2.0,333
2126,5,3.8,550
1732,3,2.8,416
2048,4,3.0,547
1793,2,2.0,356
1801,3,2.2,387
930,2,1.5,245
2002,4,4.0,568
2029,6,5.0,657
2137,6,5.0,610
1603,2,2.5,470
945,1,1.0,223
1434,3,2.2,430
2164,5,3.8,863
1345,2,2.0,345
1354,3,3.2,385
2083,6,4.5,378
1125,2,2.5,300
1675,3,3.2,576
902,2,1.5,297
1374,2,2.5,472
2091,4,3.0,411
1427,3,3.2,549
619,7,5.2,390
3540,6,7.5,463
976,2,2.5,283
1980,3,2.2,685
1683,3,2.2,312
1244,3,3.2,386
1165,1,1.2,198
1055,1,1.0,269
1774,2,2.5,281
1684,2,2.0,357
1648,3,2.8,407
2165,4,3.5,966
1435,2,1.5,276
1623,2,2.5,318
2160,5,4.8,731
1210,2,1.5,257
1620,3,2.8,615
1350,2,2.5,428
1169,2,2.0,210
2145,5,3.8,658
1439,3,3.2,409
2060,6,5.0,862
1394,3,2.2,287
1051,2,2.5,310
2039,4,4.0,524
1544,2,1.5,254
1223,3,2.2,240
1229,2,2.5,212
1222,2,1.5,242
542,6,1.0,375
2120,4,3.5,396
1412,2,1.5,296
1095,1,1.2,294
1188,2,2.0,334
1271,3,2.2,428
2041,5,3.8,411
1689,3,2.2,428
1953,2,2.5,256
1628,3,2.2,532
1998,2,1.5,511
1934,3,2.2,299
1247,3,3.2,264
1627,3,2.8,359
2065,5,4.8,1016
1950,2,2.0,656
2095,5,4.8,831
1757,2,2.5,526
1728,3,2.8,320
990,1,1.0,161
1484,3,2.8,473
1492,3,2.8,348
1294,3,2.8,358
1445,3,3.2,331
1928,2,1.5,279
935,2,2.5,273
1648,3,2.2,393
1337,3,2.8,425
1244,2,2.0,278
1281,2,1.5,252
990,2,1.5,225
1326,2,1.5,356
1459,3,2.2,538
2090,5,4.2,552
1033,2,2.5,270
1178,1,1.2,141
1101,1,1.8,255
3978,5,4.8,851
1980,2,2.5,262
1098,2,2.0,372
1492,2,2.0,597
1749,2,2.0,365
1078,2,1.5,267
1460,2,2.5,373
1552,3,2.2,599
1850,2,2.5,791
1586,3,2.2,424
1036,2,1.5,261
1061,1,1.2,481
2193,6,4.5,704
1055,1,1.8,313
1019,2,2.5,354
1476,2,2.0,193
1011,2,2.0,347
1446,2,2.0,434
1755,3,3.2,470
1689,3,3.2,546
1448,3,2.2,355
1874,2,2.5,346
1126,1,1.2,143
962,2,2.5,199
1313,3,3.2,400
957,2,2.0,268
1940,2,2.5,312
2097,6,4.5,723
1941,2,1.5,380
1328,3,2.2,333
1882,3,3.2,692
902,2,1.5,357
1953,2,1.5,555
1341,2,1.5,191
1615,3,2.2,467
1997,3,2.2,358
1397,2,2.0,490
962,1,1.0,149
1342,2,1.5,330
1020,1,1.8,277
1491,2,1.5,434
1581,3,2.2,364
1231,2,2.0,166
2069,6,4.5,593
1111,2,2.0,361
1951,2,1.5,528
1821,2,2.5,437
1706,3,3.2,345
2092,5,4.2,803
1575,3,2.8,385
1038,1,1.0,282
936,2,2.0,253
1701,3,3.2,611
1915,3,3.2,483
1935,3,3.2,580
1765,3,2.8,679
1846,3,2.2,248
1866,3,3.2,458
1836,2,2.5,695
2144,6,4.5,850
1136,2,2.5,288
2136,5,3.8,671
2132,4,3.5,580
921,1,1.2,243
1710,2,1.5,335
1082,1,1.8,401
1801,2,2.5,481
1118,1,1.8,186
1532,3,2.2,332
1436,3,2.8,305
1920,2,2.5,518
2120,6,5.5,682
1976,3,3.2,522
1893,3,3.2,385
1588,2,1.5,290
1789,2,2.0,361
1172,2,2.0,332
1420,2,2.0,259
1119,2,1.5,223
2099,6,4.5,375
2189,4,4.0,631
1440,2,2.0,316
1817,3,2.8,428
1908,2,2.5,426
1184,2,1.5,186
1145,1,1.0,466
2029,5,3.8,596
962,2,2.5,323
1061,2,2.0,355
1787,2,2.0,368
2168,6,4.5,1191
1330,3,3.2,380
1750,3,3.2,570
2018,5,4.8,791
1486,3,2.2,403
1743,3,3.2,603
1840,3,2.8,360
1015,1,1.2,345
1007,2,1.5,257
1863,2,1.5,545
1954,2,2.0,520
2146,5,4.8,661
2199,6,5.5,571
1882,3,2.8,427
1699,3,2.2,493
1264,3,2.8,345
2026,4,4.0,569
1410,3,3.2,598
2157,4,3.5,699
1666,2,2.5,484
1115,2,1.5,336
1266,2,2.0,191
3072,1,1.0,622
1627,2,2.5,514
1088,1,1.8,226
554,7,5.2,356
1857,3,3.2,539
1835,2,1.5,462
1706,3,3.2,790
1789,3,2.2,663
1124,2,2.0,263
1359,3,2.2,307
1664,2,1.5,504
518,1,1.0,154
1177,2,1.5,234
1057,1,1.8,305
2126,4,4.0,610
2850,7,5.8,890
1484,2,2.5,443
912,1,1.0,361
1596,2,2.5,399
2001,6,4.5,661
1641,3,3.2,732
1843,3,3.2,372
1738,2,2.5,491
1063,1,1.2,244
1625,2,2.0,306
1768,3,2.2,406
1981,2,1.5,475
1033,2,1.5,230
993,2,1.5,218
1537,2,2.5,469
1566,2,2.0,497
1954,3,2.8,619
1922,3,2.8,659
3818,1,1.0,1086
1271,2,2.0,294
1076,1,1.2,259
2198,6,5.0,974
917,2,2.5,467
979,2,2.0,245
2052,4,3.5,557
1262,2,1.5,342
2065,6,5.5,1029
1495,2,2.5,459
1294,3,3.2,213
1756,2,1.5,304
1169,1,1.8,431
1640,3,3.2,483
2047,5,4.2,920
1235,3,3.2,557
1797,3,3.2,508
2134,5,4.2,660
1778,3,3.2,270
2159,6,5.5,432
1743,3,3.2,432
1623,3,2.8,660
2146,4,3.0,735
2048,4,3.0,648
1486,2,2.5,417
2019,5,4.8,793
1621,2,2.0,412
1895,3,2.2,375
1492,2,2.5,306
2616,6,5.0,924
1420,3,3.2,650
2147,5,4.2,1105
1885,3,2.8,499
2040,4,3.0,506
1696,3,2.2,470
1189,1,1.2,216
1901,3,2.8,397
1777,2,2.0,190
977,1,1.8,282
2061,6,5.0,985
1055,2,2.0,309
2152,5,4.8,701
1985,2,1.5,602
1165,1,1.8,209
967,1,1.0,192
1615,3,3.2,512
1213,2,2.0,310
1825,3,2.2,328
938,2,2.5,378
1225,2,2.5,261
901,1,1.0,261
2047,5,4.8,563
2064,6,5.0,738
1849,3,2.2,468
1615,3,2.2,331
1675,3,3.2,461
1558,2,2.0,434
723,1,1.0,336
925,1,1.2,328
990,1,1.2,242
1564,3,2.2,597
2040,6,4.5,545
915,2,2.0,386
1758,2,1.5,414
1904,3,3.2,566
1426,3,2.8,383
2006,5,4.2,384
1006,1,1.2,293
1366,3,2.2,394
1388,2,1.5,434
1852,2,2.5,519
934,7,5.8,586
1261,2,2.5,426
1749,3,2.8,673
1072,1,1.8,282
1297,3,3.2,634
1964,3,2.2,394
1827,2,1.5,299
2186,5,4.8,617
1974,3,2.8,625
1473,2,2.0,461
2078,4,4.0,406
2189,4,4.0,534
1059,1,1.2,208
930,2,2.5,333
1347,2,1.5,348
911,1,1.2,264
2132,4,4.0,736
1894,3,3.2,548
1197,1,1.0,285
1495,3,3.2,496
1366,3,3.2,376
1745,3,2.2,483
1254,2,2.5,445
1533,2,1.5,348
1101,1,1.0,141
1468,3,2.8,652
2058,6,5.5,414
1813,3,2.2,321
1097,2,2.5,511
1364,3,2.2,264
1585,3,2.2,594
1733,3,3.2,310
895,5,6.5,502
994,2,1.5,374
1479,2,1.5,303
1275,3,2.8,346
1182,1,1.0,153
1433,3,2.8,474
1589,2,2.0,526
2193,4,3.5,627
942,2,2.0,209
1994,3,3.2,437
1841,2,2.5,430
2142,4,4.0,562
1826,3,3.2,535
1217,3,2.2,228
1088,1,1.2,268
1156,1,1.2,229
1332,3,3.2,590
2142,4,3.0,639
1792,2,1.5,436
1799,3,2.8,309
2036,4,4.0,564
1733,2,1.5,486
1369,2,2.5,321
1326,2,1.5,370
955,2,2.5,263
1975,2,1.5,597
1440,2,1.5,261
1208,2,1.5,297
1262,2,2.0,296
1981,3,2.8,521
1005,1,1.8,323
1424,3,2.2,457
1487,3,3.2,424
1591,2,2.5,413
990,2,2.0,317
2062,6,5.5,434
2047,6,4.5,583
1889,3,2.2,413
2037,5,4.2,528
1565,2,2.0,630
1221,3,2.2,541
2107,6,5.5,727
1947,2,2.5,491
986,1,1.2,246
1632,3,2.2,378
1536,3,2.2,355
1039,2,1.5,303
2155,4,3.5,780
1980,3,2.2,296
1764,3,2.2,372
1727,3,3.2,380
2070,6,4.5,596
1293,2,1.5,311
2174,5,4.8,690
2037,6,4.5,747
1083,1,1.0,189
2059,6,5.0,626
1108,1,1.8,208
1795,2,2.5,411
1707,2,2.0,349
1907,2,1.5,477
1536,2,1.5,249
1793,3,3.2,500
1096,2,2.5,310
1510,2,2.5,465
2018,4,3.5,334
1311,2,1.5,351
1524,2,2.0,317
1273,2,1.5,432
2004,4,3.0,379
1015,1,1.2,334
1963,3,3.2,607
1982,2,2.5,613
1778,2,2.5,508
916,1,1.0,295
1583,3,2.8,561
1617,3,2.8,491
1788,2,2.5,683
1664,3,2.2,466
1588,2,2.0,390
2147,5,4.2,742
1832,2,2.0,551
2075,5,4.8,708
1638,3,2.8,339
2055,5,3.8,623
1275,3,2.2,216
1055,2,1.5,255
925,2,2.5,217
1334,3,2.8,333
1480,2,2.5,391
1816,3,2.8,476
906,1,1.2,169
1573,2,2.0,300
1998,2,2.0,641
1122,2,2.5,336
1885,3,2.2,419
1794,2,2.5,493
1278,2,2.5,401
2058,4,3.0,488
1965,2,2.5,535
1052,1,1.8,226
1527,2,2.5,329
1635,3,2.2,625
1942,2,2.5,539
1750,3,2.8,456
1573,3,2.2,307
1310,3,2.8,319
1747,2,2.5,358
1323,3,3.2,536
2198,6,5.0,614
1173,1,1.0,176
1507,2,1.5,353
1730,3,2.8,796
1140,1,1.8,264
1868,3,2.8,491
1722,3,2.2,576
2103,6,4.5,734
1962,3,2.8,434
1374,2,2.5,340
3936,1,1.0,505
1054,1,1.8,260
1179,2,2.0,430
1669,2,2.5,431
1702,2,1.5,385
1810,3,2.8,403
1696,2,2.5,320
1821,3,3.2,436
973,2,2.0,276
1139,1,1.2,210
1076,1,1.0,267
958,1,1.0,287
1671,3,2.8,586
885,1,1.8,205
2075,6,5.0,834
956,2,1.5,291
1175,2,2.5,454
1305,3,3.2,560
3763,1,2.5,585
1110,1,1.2,185
1623,2,1.5,572
2071,5,4.2,801
1434,2,1.5,348
1805,2,2.5,370
1054,2,2.5,256
1313,3,3.2,332
1268,2,2.5,541
1140,2,2.0,365
1813,2,2.0,462
1174,1,1.8,392
1318,2,1.5,562
2026,5,4.2,950
2021,5,4.8,962
2084,4,4.0,496
1041,1,1.8,183
1605,2,1.5,395
1537,3,2.2,297
1559,3,3.2,629
1395,2,2.5,279
927,1,1.8,186
1076,2,2.0,222
1238,2,2.0,303
1936,3,3.2,642
1993,2,1.5,546
1563,2,1.5,491
973,1,1.0,138
1436,2,1.5,342
1759,3,2.2,331
2013,4,3.5,490
1059,2,2.5,365
1123,1,1.2,195
2111,6,5.5,666
967,1,1.0,391
1976,2,1.5,355
859,1,1.0,138
905,2,2.0,296
1665,2,2.5,310
2067,6,5.0,943
993,1,1.0,274
1564,3,2.2,525
2056,6,4.5,562
1764,2,2.5,457
1827,3,3.2,271
1394,3,2.2,501
1099,2,1.5,301
2030,4,3.0,627
1583,2,1.5,384
1024,1,1.8,182
1705,3,2.2,287
2130,5,4.2,614
1598,2,2.0,469
1041,1,1.0,333
1824,2,2.0,338
1553,2,1.5,419
969,2,2.5,360
1921,2,2.5,429
1307,2,1.5,434
2007,6,5.0,652
1417,3,2.8,412
1253,2,2.5,216
1641,2,2.5,404
1435,3,2.2,399
1461,3,2.8,609
1161,2,2.0,469
1309,2,2.5,539
1850,3,2.2,695
2065,6,4.5,437
2120,5,4.2,716
1574,2,1.5,468
1400,2,2.5,324
1120,2,2.5,461
551,1,1.8,272
1635,2,2.0,511
1773,2,1.5,524
1312,2,2.5,343
1267,2,2.0,352
1980,2,1.5,553
1627,2,2.0,407
1747,3,3.2,582
1761,2,1.5,366
954,2,1.5,163
1897,3,2.2,463
938,2,2.0,211
1484,3,2.8,388
927,2,2.5,289
1801,2,2.5,408
1905,2,2.5,432
1838,3,3.2,628
1135,1,1.2,325
1185,1,1.2,172
1192,2,1.5,224
1912,3,2.2,346
2109,5,3.8,492
1415,2,2.5,309
1731,3,2.8,354
2087,4,4.0,780
1939,3,3.2,558
1485,3,2.8,275
1586,2,2.5,394
1950,2,2.0,419
1397,3,2.8,303
2193,4,4.0,525
1731,3,2.2,558
1769,3,2.2,251
1660,3,2.2,582
1774,2,2.5,342
2068,4,4.0,662
1734,3,2.2,545
1039,1,1.8,258
1444,3,2.8,329
1498,2,2.5,233
3792,1,1.8,1498
1712,2,1.5,263
2681,1,1.2,340
1859,2,1.5,408
1882,2,2.5,418
1675,2,1.5,450
1406,3,3.2,424
1632,2,2.0,489
2158,5,4.2,625
1767,2,2.0,531
1186,2,1.5,465
1690,2,2.0,345
1611,2,2.0,455
1606,3,2.2,531
1584,2,2.0,538
1179,2,2.0,323
2071,4,3.5,665
1167,1,1.0,258
1476,3,2.2,293
1818,2,1.5,346
1089,1,1.0,374
1670,2,2.0,524
1014,1,1.0,186
1876,3,3.2,732
2675,7,8.5,702
1495,2,1.5,426
1275,3,3.2,411
1335,2,2.0,367
1816,2,2.0,362
1161,1,1.0,329
2103,4,3.5,571
1520,3,2.2,334
1850,2,2.0,395
1176,2,1.5,366
1588,2,1.5,268
1893,2,2.5,575
1864,2,2.5,389
1210,3,2.2,285
571,1,1.2,331
1360,3,3.2,397
1981,3,2.8,458
1501,2,1.5,375
1144,2,1.5,358
1647,3,2.8,529
1042,1,2.5,212
1923,3,3.2,381
952,1,1.8,144
1480,2,2.5,608
2064,6,4.5,646
1360,3,2.8,277
1788,3,3.2,548
1700,2,1.5,336
1911,3,3.2,387
1223,2,2.5,348
2118,6,5.0,538
1888,3,2.8,772
987,2,1.5,258
1292,3,3.2,434
1527,3,2.2,587
2095,6,5.0,1047
1310,2,2.5,218
1819,2,2.5,542
1610,3,2.8,451
2061,6,4.5,848
1883,3,2.8,370
1045,1,1.2,293
1870,3,2.8,590
2155,4,4.0,600
1599,3,2.8,287
2060,4,3.0,548
1909,3,2.8,408
1122,2,2.0,342
1334,2,2.0,196
1920,3,2.8,226
2149,6,5.0,468
1861,3,3.2,262
2013,4,4.0,657
1820,3,3.2,405
1565,2,1.5,311
3971,1,1.8,726
1874,3,2.8,476
1597,3,2.2,558
907,1,1.2,241
1238,2,1.5,381
1214,3,3.2,292
2022,6,5.0,415
1566,3,2.8,529
1623,2,1.5,375
1474,3,2.8,403
1781,2,2.0,369
914,1,1.0,149
1295,2,1.5,405
2148,6,4.5,534
1540,3,3.2,427
1722,3,2.8,372
1707,2,1.5,371
1725,3,2.2,395
975,1,1.0,281
1488,2,2.5,337
1052,1,1.8,187
2084,6,5.5,955
1575,2,2.5,288
904,2,2.5,235
1005,1,1.2,309
1210,2,2.0,320
1041,1,1.8,275
1671,3,3.2,346
1048,1,1.2,275
1453,3,2.2,392
1581,3,2.8,467
1709,2,2.0,481
1131,1,1.2,416
1150,2,2.5,221
2157,6,5.0,675
1282,3,2.8,437
1719,2,2.0,369
1479,3,2.8,451
2162,5,3.8,476
1327,2,1.5,293
1841,3,2.8,532
1687,2,1.5,286
1633,3,2.8,359
1617,2,2.5,359
1829,3,2.2,490
1730,2,1.5,573
1526,3,2.2,346
2182,4,3.0,504
1203,3,3.2,488
1558,3,2.2,522
923,1,1.0,202
1072,1,1.2,315
1624,2,2.0,492
1994,2,2.0,440
1783,2,1.5,391
1188,2,2.0,446
1003,1,1.8,356
1571,3,2.2,328
2027,6,5.5,1144
1376,2,2.5,435
985,1,1.2,197
2184,5,4.8,1019
1319,3,2.8,432
1966,2,2.0,432
1467,2,1.5,338
1952,2,2.0,285
2182,5,4.2,606
1770,3,3.2,684
1884,3,3.2,480
1068,2,1.5,213
1083,1,1.2,236
1764,2,2.0,357
1221,2,2.0,257
919,2,2.0,265
1345,2,2.0,342
1222,3,2.2,477
2670,6,5.0,477
1156,1,1.0,318
1827,2,2.0,366
1357,2,1.5,229
3268,5,4.8,372
914,1,1.8,259
1600,2,1.5,419
2036,5,4.8,698
1663,3,2.2,244
1123,1,1.2,311
1005,1,1.2,259
1571,3,2.8,569
1301,2,2.0,372
1197,1,1.2,304
916,2,1.5,206
1007,1,1.8,438
2124,4,3.0,847
1794,3,2.2,524
656,1,1.0,90
2077,6,5.5,627
1229,2,1.5,323
2139,6,5.5,792
2023,5,4.2,588
1225,2,2.0,449
1777,2,1.5,367
2126,4,3.5,976
1302,3,2.8,312
1001,1,1.0,318
1726,2,2.5,405
1850,2,1.5,237
1131,1,1.8,254
1638,2,2.5,464
2150,6,4.5,863
1669,2,2.0,440
1201,2,2.5,303
1897,3,3.2,333
1009,2,2.5,268
1817,2,2.5,527
2030,6,5.5,671
1442,3,2.8,392
1800,2,1.5,291
1685,3,3.2,597
2098,5,4.2,407
2174,4,3.5,828
1404,2,1.5,359
2171,5,4.2,621
1774,2,2.0,405
2130,5,4.8,1049
1662,2,2.5,483
1282,3,2.2,246
1032,1,1.0,295
1589,3,2.2,313
1479,2,2.5,286
1593,2,2.5,299
939,2,2.5,259
1011,1,1.2,239
932,2,2.0,406
2152,5,4.8,621
1686,2,2.0,401
2171,5,3.8,573
1298,2,2.5,323
2141,5,4.8,604
1667,3,3.2,490
1495,3,2.2,653
1570,2,2.0,353
1932,2,2.0,486
936,1,1.8,212
900,1,1.2,325
1033,1,1.2,153
1642,3,3.2,291
1391,2,2.5,285
1550,2,1.5,418
1401,2,2.0,514
1674,2,2.5,418
941,1,1.0,403
1053,1,1.0,302
913,1,1.2,217
1106,1,1.2,169
2049,6,4.5,705
1439,3,2.2,547
1050,1,1.8,267
1791,2,1.5,386
1147,2,2.0,319
1068,2,2.0,335
3862,1,1.0,342
2126,5,4.2,497
1261,2,2.0,368
1713,2,1.5,560
1810,3,3.2,575
1956,2,2.5,407
2046,6,4.5,540
928,2,2.0,160
2039,6,4.5,655
1351,3,2.8,375
2058,5,4.8,843
2087,4,3.0,528
1768,2,2.0,674
1956,2,2.0,476
1192,1,1.0,237
1651,3,2.8,502
1075,2,1.5,303
1569,3,3.2,500
1715,2,2.5,498
1980,2,2.0,454
1755,3,3.2,490
940,2,2.0,229
929,2,2.5,244
918,1,1.0,132
1011,2,1.5,231
1721,2,2.5,420
1576,3,3.2,446
2059,6,4.5,648
2042,5,3.8,601
1938,3,3.2,561
1441,3,2.2,324
1325,2,1.5,309
1776,3,3.2,789
1150,2,2.0,228
2568,5,4.2,506
1391,3,3.2,308
2098,6,5.5,853
1267,3,3.2,245
2009,4,3.5,456
1767,2,1.5,519
1017,2,2.5,306
1474,3,2.8,375
1177,2,2.0,415
974,2,2.5,387
1627,3,2.8,454
1899,2,2.5,625
3052,6,7.5,1271
1074,1,1.8,264
992,1,1.2,202
1568,3,2.2,670
931,1,1.8,276
1534,3,2.8,489
952,2,2.0,249
1866,3,2.2,483
1342,2,1.5,371
1161,1,1.2,303
2745,1,1.0,444
1497,2,1.5,362
1699,3,3.2,476
2123,5,4.8,481
1740,2,2.0,298
1650,3,3.2,493
1751,3,3.2,454
1415,2,2.0,410
1818,2,1.5,544
912,2,2.5,307
1315,2,1.5,222
1004,1,1.2,266
978,1,1.2,292
1559,3,2.2,285
1940,3,3.2,442
970,1,1.2,314
3197,1,2.5,1256
2121,4,3.5,757
903,2,2.5,261
1179,1,1.8,177
1017,2,2.0,244
1365,3,3.2,336
1755,3,2.2,347
1611,3,3.2,699
1185,2,2.5,315
2099,5,4.8,383
1673,2,1.5,390
1727,2,2.0,420
1113,1,1.8,194
992,1,1.8,287
1137,1,1.8,145
1215,3,2.8,416
1844,2,1.5,359
1013,2,2.0,225
901,2,1.5,211
1189,1,1.2,277
1701,3,3.2,437
2129,5,3.8,710
1040,2,2.5,268
1728,3,2.2,445
1902,3,3.2,572
1443,2,1.5,395
1763,2,2.0,377
1731,2,1.5,445
2184,5,4.8,829
1272,3,3.2,301
929,1,1.8,290
1950,3,3.2,622
1258,3,3.2,512
1393,3,2.2,434
992,1,1.2,228
1993,3,2.2,382
1956,2,2.5,472
1489,3,2.8,516
794,1,1.0,325
1529,2,2.0,347
1086,1,1.2,228
1312,3,2.2,337
2102,6,5.0,679
1766,2,2.0,587
1152,2,2.0,278
1735,2,2.5,483
1849,2,2.5,621
2141,6,4.5,873
2804,1,1.8,978
1468,3,3.2,402
1106,2,2.0,282
1702,2,2.5,325
1003,1,1.0,261
1025,1,1.8,229
1253,3,2.2,287
1656,3,3.2,491
1754,3,2.2,242
1883,2,2.5,383
1726,2,2.0,476
1371,3,2.8,352
1109,1,1.2,243
1904,2,2.0,437
1591,3,2.8,446
1821,2,1.5,445
2039,5,4.2,568
1279,2,2.5,469
1412,3,3.2,704
1651,2,2.0,416
1256,2,2.5,468
2191,4,3.5,418
1339,3,3.2,446
2008,4,4.0,543
1680,2,2.0,481
2048,5,4.8,824
2140,6,4.5,627
1170,2,1.5,385
1680,2,2.5,433
1992,2,2.5,557
1242,2,2.0,343
2034,6,4.5,657
2148,4,3.0,707
1892,3,3.2,560
1143,1,1.8,257
1937,2,2.0,264
1299,3,3.2,496
